Date,Age,Tm,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2014-12-02,29-337,14_18CLE,MIL,W (+3),1,41:05,6,15,0.400,0,4,0.000,14,21,0.667,1,4,5,10,0,0,7,1,26,16.6,16
2014-12-04,29-339,14_18CLE,NYK,W (+3),1,39:31,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,19,16.2,12
2014-12-05,29-340,14_18CLE,TOR,W (+14),1,42:27,9,18,0.500,2,4,0.500,4,6,0.667,0,7,7,13,3,1,4,2,24,24.3,11
2014-12-08,29-343,14_18CLE,BRK,W (+22),1,33:54,8,17,0.471,1,3,0.333,1,2,0.500,0,4,4,7,3,0,3,2,18,14.2,20
2014-12-09,29-344,14_18CLE,TOR,W (+4),1,41:53,12,21,0.571,2,5,0.400,9,9,1.000,1,1,2,4,2,2,2,1,35,29.9,7
2014-12-12,29-347,14_18CLE,NOP,L (-5),1,37:37,17,24,0.708,2,2,1.000,5,8,0.625,0,5,5,5,0,1,2,1,41,33.1,-3
2014-12-15,29-350,14_18CLE,CHO,W (+9),1,40:18,11,19,0.579,2,3,0.667,3,4,0.750,0,7,7,14,1,3,5,2,27,26.9,16
2014-12-17,29-352,14_18CLE,ATL,L (-29),1,29:02,8,16,0.500,0,2,0.000,5,7,0.714,0,3,3,2,2,0,2,0,21,14.5,-18
2014-12-19,29-354,14_18CLE,BRK,W (+4),1,39:56,7,18,0.389,2,4,0.500,6,8,0.750,1,3,4,9,2,0,4,4,22,15.7,-5
2014-12-21,29-356,14_18CLE,MEM,W (+14),1,37:33,9,15,0.600,3,5,0.600,4,6,0.667,0,1,1,11,0,1,5,1,25,20.6,8
2014-12-23,29-358,14_18CLE,MIN,W (+21),1,34:38,8,16,0.500,4,7,0.571,4,5,0.800,0,4,4,3,1,3,2,3,24,18.8,22
2014-12-25,29-360,14_18CLE,MIA,L (-10),1,40:02,9,16,0.563,2,8,0.250,10,18,0.556,0,4,4,8,0,0,4,1,30,21.6,-9
2014-12-26,29-361,14_18CLE,ORL,W (+9),1,36:56,10,20,0.500,0,5,0.000,9,11,0.818,0,5,5,8,2,2,4,1,29,24.3,7
2014-12-28,29-363,14_18CLE,DET,L (-23),1,31:51,5,19,0.263,2,6,0.333,5,5,1.000,1,9,10,7,1,0,7,3,17,6.8,-17
2015-01-13,30-014,14_18CLE,PHO,L (-7),1,36:41,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,33,23.6,4
2015-01-15,30-016,14_18CLE,LAL,W (+7),1,38:02,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,36,28.0,15
2015-01-16,30-017,14_18CLE,LAC,W (+5),1,42:29,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,32,18.9,8
2015-01-19,30-020,14_18CLE,CHI,W (+14),1,36:16,12,23,0.522,0,3,0.000,2,3,0.667,1,4,5,4,0,0,6,4,26,11.4,16
2015-01-21,30-022,14_18CLE,UTA,W (+14),1,35:45,8,16,0.500,0,2,0.000,10,14,0.714,2,5,7,9,4,0,7,0,26,22.6,14
2015-01-23,30-024,14_18CLE,CHO,W (+39),1,26:37,9,15,0.600,2,4,0.500,5,6,0.833,1,5,6,9,4,1,2,1,25,28.5,32
2015-01-25,30-026,14_18CLE,OKC,W (+10),1,38:35,11,25,0.440,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,34,25.3,5
2015-01-27,30-028,14_18CLE,DET,W (+8),1,35:56,11,24,0.458,0,4,0.000,10,11,0.909,0,6,6,7,1,0,4,3,32,21.7,0
2015-01-30,30-031,14_18CLE,SAC,W (+11),1,33:04,7,16,0.438,1,4,0.250,4,6,0.667,0,3,3,7,4,2,6,1,19,14.6,13
2015-01-31,30-032,14_18CLE,MIN,W (+16),1,39:45,14,25,0.560,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,36,27.7,25
2015-02-02,30-034,14_18CLE,PHI,W (+13),1,35:51,6,17,0.353,1,4,0.250,5,6,0.833,0,3,3,11,2,0,6,2,18,11.9,19
2015-02-05,30-037,14_18CLE,LAC,W (+11),1,27:47,8,14,0.571,1,2,0.500,6,7,0.857,0,3,3,9,1,0,2,0,23,22.2,27
2015-02-06,30-038,14_18CLE,IND,L (-4),1,38:34,10,21,0.476,0,4,0.000,5,8,0.625,0,6,6,5,2,1,7,3,25,12.9,-3
2015-02-08,30-040,14_18CLE,LAL,W (+15),1,30:11,8,16,0.500,2,7,0.286,4,5,0.800,2,8,10,8,1,0,6,2,22,17.2,15
2015-02-11,30-043,14_18CLE,MIA,W (+20),1,31:27,6,16,0.375,0,4,0.000,6,7,0.857,0,9,9,7,1,0,5,2,18,11.6,19
2015-02-12,30-044,14_18CLE,CHI,L (-15),1,34:14,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,31,12.3,-27
2015-02-20,30-052,14_18CLE,WAS,W (+38),1,25:07,12,21,0.571,3,5,0.600,1,3,0.333,0,5,5,6,1,0,2,3,28,20.8,30
2015-02-22,30-054,14_18CLE,NYK,W (+18),1,27:55,7,17,0.412,1,6,0.167,3,5,0.600,0,7,7,7,2,0,4,2,18,12.3,14
2015-02-24,30-056,14_18CLE,DET,W (+9),1,39:03,6,14,0.429,1,5,0.200,6,10,0.600,0,7,7,11,3,1,9,3,19,13.3,27
2015-02-26,30-058,14_18CLE,GSW,W (+11),1,36:12,15,25,0.600,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,42,32.2,9
2015-03-01,30-061,14_18CLE,HOU,L (-2),1,42:06,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,37,20.8,-8
2015-03-03,30-063,14_18CLE,BOS,W (+31),1,25:35,12,23,0.522,0,1,0.000,3,3,1.000,1,2,3,5,3,1,1,0,27,23.2,35
2015-03-04,30-064,14_18CLE,TOR,W (+8),1,37:27,9,16,0.563,3,6,0.500,8,13,0.615,1,5,6,14,0,0,3,2,29,27.6,6
2015-03-06,30-066,14_18CLE,ATL,L (-9),1,40:09,5,13,0.385,1,4,0.250,7,8,0.875,1,5,6,8,2,1,9,3,18,10.8,-4
2015-03-07,30-067,14_18CLE,PHO,W (+10),1,36:26,6,16,0.375,2,5,0.400,3,6,0.500,0,6,6,8,1,0,4,3,17,10.2,19
2015-03-10,30-070,14_18CLE,DAL,W (+33),1,28:58,10,14,0.714,4,6,0.667,3,5,0.600,0,7,7,8,1,1,2,3,27,26.6,27
2015-03-12,30-072,14_18CLE,SAS,W (+3),1,43:43,10,20,0.500,3,6,0.500,8,10,0.800,0,5,5,7,2,1,3,2,31,25.5,4
2015-03-15,30-075,14_18CLE,ORL,W (+15),1,34:44,9,14,0.643,0,3,0.000,3,4,0.750,1,7,8,13,3,1,1,3,21,27.8,25
2015-03-16,30-076,14_18CLE,MIA,L (-14),1,35:16,8,19,0.421,4,8,0.500,6,8,0.750,1,1,2,4,0,0,4,2,26,14.1,-17
2015-03-18,30-078,14_18CLE,BRK,W (+25),1,34:35,5,13,0.385,2,4,0.500,4,6,0.667,1,2,3,7,1,0,2,1,16,12.9,13
2015-03-20,30-080,14_18CLE,IND,W (+3),1,39:18,13,26,0.500,2,6,0.333,1,2,0.500,0,7,7,5,0,0,3,0,29,18.2,-7
2015-03-22,30-082,14_18CLE,MIL,W (+18),1,39:28,10,17,0.588,1,4,0.250,7,7,1.000,2,8,10,6,5,1,5,1,28,28.4,4
2015-03-25,30-085,14_18CLE,MEM,W (+22),1,31:27,7,15,0.467,3,5,0.600,3,4,0.750,0,8,8,5,0,0,1,2,20,16.0,31
2015-03-27,30-087,14_18CLE,BRK,L (-8),1,38:28,8,15,0.533,2,5,0.400,6,8,0.750,0,5,5,9,5,1,3,4,24,24.8,-1
2015-03-29,30-089,14_18CLE,PHI,W (+1),1,37:53,8,24,0.333,1,4,0.250,3,6,0.500,2,9,11,6,0,1,5,0,20,9.2,-4
2015-04-02,30-093,14_18CLE,MIA,W (+26),1,35:27,9,16,0.563,1,2,0.500,4,5,0.800,1,7,8,7,1,3,3,3,23,21.6,14
2015-04-05,30-096,14_18CLE,CHI,W (+5),1,36:31,8,17,0.471,1,3,0.333,3,6,0.500,2,8,10,12,3,1,3,4,20,21.4,11
2015-04-08,30-099,14_18CLE,MIL,W (+5),1,39:51,8,15,0.533,2,5,0.400,3,4,0.750,2,7,9,8,1,1,2,2,21,21.3,0
2015-04-10,30-101,14_18CLE,BOS,L (-9),1,26:05,5,14,0.357,0,5,0.000,4,9,0.444,0,3,3,7,1,0,3,1,14,7.6,1
2015-04-13,30-104,14_18CLE,DET,W (+12),1,32:14,7,17,0.412,3,4,0.750,4,6,0.667,3,7,10,11,2,1,1,0,21,24.7,19
2016-04-17,31-109,14_18CLE,DET,W (+5),1,40:51,9,17,0.529,0,3,0,4,4,1,1,5,6,11,2,2,1,3,22,24.8,18
2016-04-20,31-112,14_18CLE,DET,W (+17),1,39:44,12,18,0.667,2,4,0.5,1,3,0.333,1,5,6,3,3,0,5,3,27,19.5,10
2016-04-22,31-114,14_18CLE,DET,W (+10),1,42:55,8,24,0.333,1,6,0.167,3,5,0.6,1,12,13,7,0,1,5,2,20,9.7,17
2016-04-24,31-116,14_18CLE,DET,W (+2),1,41:27,9,19,0.474,1,6,0.167,3,3,1,2,9,11,6,2,0,2,4,22,19,5
2016-05-02,31-124,14_18CLE,ATL,W (+11),1,40:34,11,21,0.524,2,4,0.5,1,1,1,0,7,7,9,5,1,4,3,25,23.6,16
2016-05-04,31-126,14_18CLE,ATL,W (+25),1,28:08,9,15,0.6,4,6,0.667,5,9,0.556,0,4,4,5,3,0,2,4,27,22.6,24
2016-05-06,31-128,14_18CLE,ATL,W (+13),1,38:58,8,16,0.5,1,4,0.25,7,9,0.778,2,11,13,8,2,0,5,2,24,21.7,17
2016-05-08,31-130,14_18CLE,ATL,W (+1),1,37:52,10,23,0.435,1,5,0.2,0,3,0,5,5,10,9,2,1,6,2,21,14.9,2
2016-05-17,31-139,14_18CLE,TOR,W (+31),1,28:18,11,13,0.846,0,1,0,2,4,0.5,2,4,6,4,2,1,4,3,24,21.4,20
2016-05-19,31-141,14_18CLE,TOR,W (+19),1,33:45,7,13,0.538,0,2,0,9,17,0.529,1,10,11,11,3,0,2,2,23,25.1,16
2016-05-21,31-143,14_18CLE,TOR,L (-15),1,38:50,9,17,0.529,1,5,0.2,5,7,0.714,4,4,8,5,2,0,2,3,24,21.2,-12
2016-05-23,31-145,14_18CLE,TOR,L (-6),1,45:48,11,16,0.688,1,3,0.333,6,6,1,4,5,9,6,2,1,1,3,29,31.2,-3
2016-05-25,31-147,14_18CLE,TOR,W (+38),1,31:30,10,17,0.588,2,4,0.5,1,3,0.333,0,6,6,8,2,1,2,2,23,21.6,32
2016-05-27,31-149,14_18CLE,TOR,W (+26),1,41:15,13,22,0.591,3,6,0.5,4,7,0.571,2,9,11,6,1,3,3,2,33,29.2,22
2016-06-02,31-155,14_18CLE,GSW,L (-15),1,40:53,9,21,0.429,2,4,0.5,3,4,0.75,4,8,12,9,2,1,4,2,23,20.9,-9
2016-06-05,31-158,14_18CLE,GSW,L (-33),1,33:38,7,17,0.412,1,5,0.2,4,4,1,0,8,8,9,4,1,7,3,19,15.1,-20
2016-06-08,31-161,14_18CLE,GSW,W (+30),1,40:04,14,26,0.538,1,2,0.5,3,5,0.6,2,9,11,6,1,2,5,2,32,23.5,24
2016-06-10,31-163,14_18CLE,GSW,L (-11),1,45:34,11,21,0.524,1,5,0.2,2,4,0.5,4,9,13,9,2,3,7,4,25,21.2,-12
2016-06-13,31-166,14_18CLE,GSW,W (+15),1,42:38,16,30,0.533,4,8,0.5,5,8,0.625,4,12,16,7,3,3,2,1,41,39.2,13
2016-06-16,31-169,14_18CLE,GSW,W (+14),1,42:35,16,27,0.593,3,6,0.5,6,8,0.75,2,6,8,11,4,3,1,3,41,42.5,26
2016-06-19,31-172,14_18CLE,GSW,W (+4),1,46:49,9,24,0.375,1,5,0.2,8,10,0.8,1,10,11,11,2,3,5,1,27,23.1,4
2015-10-27,30-301,14_18CLE,CHI,L (-2),1,36:04,12,22,0.545,1,5,0.200,0,3,0.000,0,10,10,5,1,0,1,3,25,18.5,1
2015-10-28,30-302,14_18CLE,MEM,W (+30),1,30:48,4,13,0.308,0,3,0.000,4,8,0.500,1,6,7,5,3,0,3,1,12,8.5,10
2015-10-30,30-304,14_18CLE,MIA,W (+10),1,33:56,13,19,0.684,0,2,0.000,3,5,0.600,2,3,5,4,1,0,4,3,29,21.0,7
2015-11-02,30-307,14_18CLE,PHI,W (+7),1,33:20,9,19,0.474,0,3,0.000,4,4,1.000,0,9,9,11,4,2,3,3,22,23.9,21
2015-11-04,30-309,14_18CLE,NYK,W (+10),1,35:04,9,23,0.391,1,5,0.200,4,7,0.571,2,3,5,3,4,1,3,1,23,15.0,14
2015-11-06,30-311,14_18CLE,PHI,W (+6),1,36:20,12,22,0.545,3,5,0.600,4,6,0.667,0,4,4,13,2,0,2,1,31,29.5,24
2015-11-08,30-313,14_18CLE,IND,W (+4),1,35:01,10,23,0.435,0,3,0.000,9,14,0.643,0,6,6,4,0,0,2,0,29,17.5,1
2015-11-10,30-315,14_18CLE,UTA,W (+4),1,37:51,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,31,25.6,4
2015-11-13,30-318,14_18CLE,NYK,W (+6),1,39:23,12,21,0.571,0,2,0.000,7,10,0.700,0,3,3,6,2,1,3,4,31,23.1,17
2015-11-14,30-319,14_18CLE,MIL,L (-3),1,45:03,13,27,0.481,5,11,0.455,6,12,0.500,4,8,12,5,1,3,7,3,37,24.5,-2
2015-11-17,30-322,14_18CLE,DET,L (-5),1,39:48,11,21,0.524,4,7,0.571,4,5,0.800,0,6,6,3,0,0,4,3,30,18.0,-6
2015-11-19,30-324,14_18CLE,MIL,W (+15),1,34:59,9,13,0.692,1,1,1.000,8,9,0.889,3,6,9,6,0,0,4,3,27,24.0,13
2015-11-21,30-326,14_18CLE,ATL,W (+12),1,33:20,8,15,0.533,1,2,0.500,2,2,1.000,2,9,11,8,0,2,3,1,19,19.4,17
2015-11-23,30-328,14_18CLE,ORL,W (+14),1,34:58,7,14,0.500,0,2,0.000,1,5,0.200,0,6,6,13,1,0,2,0,15,16.3,29
2015-11-25,30-330,14_18CLE,TOR,L (-4),1,39:46,6,16,0.375,1,5,0.200,11,12,0.917,2,4,6,8,0,0,2,1,24,20.6,13
2015-11-27,30-332,14_18CLE,CHO,W (+5),1,38:13,8,20,0.400,2,5,0.400,7,9,0.778,2,11,13,5,0,0,3,2,25,17.8,1
2015-11-28,30-333,14_18CLE,BRK,W (+2),1,35:43,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,26,20.2,-1
2015-12-01,30-336,14_18CLE,WAS,L (-12),1,37:23,8,20,0.400,0,3,0.000,8,8,1.000,4,9,13,4,1,1,9,3,24,13.0,-12
2015-12-04,30-339,14_18CLE,NOP,L (-6),1,44:47,13,29,0.448,1,5,0.200,10,11,0.909,2,5,7,8,1,1,5,4,37,25.1,-4
2015-12-08,30-343,14_18CLE,POR,W (+5),1,40:20,14,24,0.583,1,3,0.333,4,4,1.000,1,9,10,3,2,3,2,3,33,28.2,7
2015-12-11,30-346,14_18CLE,ORL,W (+35),1,29:25,10,15,0.667,0,1,0.000,5,8,0.625,0,3,3,8,4,0,4,0,25,23.8,36
2015-12-15,30-350,14_18CLE,BOS,W (+12),1,35:42,10,20,0.500,0,3,0.000,4,4,1.000,1,6,7,3,2,1,6,3,24,14.1,17
2015-12-17,30-352,14_18CLE,OKC,W (+4),1,39:37,12,27,0.444,2,5,0.400,7,8,0.875,2,7,9,11,2,0,7,2,33,23.9,5
2015-12-20,30-355,14_18CLE,PHI,W (+22),1,25:19,10,17,0.588,0,3,0.000,3,4,0.750,0,5,5,4,3,1,2,0,23,20.7,33
2015-12-23,30-358,14_18CLE,NYK,W (+7),1,37:43,9,22,0.409,0,3,0.000,6,7,0.857,1,8,9,5,0,0,1,2,24,16.6,7
2015-12-25,30-360,14_18CLE,GSW,L (-6),1,38:33,10,26,0.385,1,5,0.200,4,9,0.444,2,7,9,2,1,2,4,0,25,12.1,-9
2015-12-26,30-361,14_18CLE,POR,L (-29),1,26:27,4,13,0.308,0,3,0.000,4,5,0.800,0,4,4,5,0,0,3,2,12,5.0,-29
2015-12-28,30-363,14_18CLE,PHO,W (+4),1,35:23,4,10,0.400,1,5,0.200,5,9,0.556,0,4,4,7,2,1,2,3,14,12.6,3
2015-12-29,30-364,14_18CLE,DEN,W (+6),1,34:23,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,34,23.3,3
2016-01-02,31-003,14_18CLE,ORL,W (+25),1,29:13,11,18,0.611,4,7,0.571,3,4,0.750,0,5,5,3,2,0,0,2,29,25.2,28
2016-01-04,31-005,14_18CLE,TOR,W (+22),1,30:41,7,11,0.636,1,2,0.500,5,8,0.625,0,2,2,7,3,0,2,1,20,20.0,11
2016-01-06,31-007,14_18CLE,WAS,W (+6),1,39:42,12,22,0.545,4,9,0.444,6,8,0.750,0,10,10,4,1,1,2,3,34,26.9,2
2016-01-08,31-009,14_18CLE,MIN,W (+26),1,32:14,5,12,0.417,0,4,0.000,3,4,0.750,0,12,12,8,1,2,3,1,13,14.4,21
2016-01-10,31-011,14_18CLE,PHI,W (+10),1,37:00,15,22,0.682,3,5,0.600,4,6,0.667,0,7,7,9,2,0,2,1,37,34.8,11
2016-01-12,31-013,14_18CLE,DAL,W (+3),1,41:43,9,17,0.529,3,6,0.500,6,8,0.750,3,7,10,7,2,0,4,2,27,24.2,2
2016-01-14,31-015,14_18CLE,SAS,L (-4),1,37:20,9,17,0.529,1,3,0.333,3,4,0.750,2,5,7,5,0,0,4,4,22,14.1,9
2016-01-15,31-016,14_18CLE,HOU,W (+14),1,36:23,7,14,0.500,1,2,0.500,4,6,0.667,2,5,7,7,0,2,4,1,19,16.0,10
2016-01-18,31-019,14_18CLE,GSW,L (-34),1,32:53,7,16,0.438,0,3,0.000,2,2,1.000,1,4,5,5,1,1,3,1,16,11.3,-34
2016-01-20,31-021,14_18CLE,BRK,W (+13),1,29:03,7,12,0.583,1,1,1.000,2,4,0.500,0,1,1,5,1,1,4,1,17,11.7,15
2016-01-21,31-022,14_18CLE,LAC,W (+13),1,35:11,9,17,0.529,1,4,0.250,3,5,0.600,1,4,5,12,0,0,0,4,22,21.6,21
2016-01-23,31-024,14_18CLE,CHI,L (-13),1,39:44,11,27,0.407,0,5,0.000,4,7,0.571,3,10,13,9,2,1,1,3,26,22.2,-2
2016-01-25,31-026,14_18CLE,MIN,W (+7),1,38:01,11,15,0.733,1,1,1.000,2,3,0.667,0,4,4,9,1,1,5,2,25,21.9,1
2016-01-27,31-028,14_18CLE,PHO,W (+22),1,31:01,7,8,0.875,0,1,0.000,7,7,1.000,0,3,3,9,0,0,2,2,21,22.6,16
2016-01-29,31-030,14_18CLE,DET,W (+8),1,35:48,7,16,0.438,0,2,0.000,6,7,0.857,1,8,9,8,1,0,1,3,20,18.7,19
2016-01-30,31-031,14_18CLE,SAS,W (+14),1,34:09,10,17,0.588,0,2,0.000,9,11,0.818,1,4,5,7,2,2,2,2,29,27.7,14
2016-02-01,31-033,14_18CLE,IND,W (+5),1,43:35,9,22,0.409,0,5,0.000,6,10,0.600,2,10,12,6,2,1,1,2,24,20.1,-1
2016-02-03,31-035,14_18CLE,CHO,L (-9),1,39:08,10,21,0.476,0,3,0.000,3,5,0.600,0,6,6,6,1,2,1,1,23,18.5,-9
2016-02-05,31-037,14_18CLE,BOS,L (-1),1,38:05,9,23,0.391,0,5,0.000,12,17,0.706,3,4,7,4,2,1,6,2,30,17.5,-7
2016-02-06,31-038,14_18CLE,NOP,W (+15),1,36:42,11,20,0.550,2,5,0.400,3,3,1.000,0,3,3,8,1,0,2,2,27,22.1,8
2016-02-08,31-040,14_18CLE,SAC,W (+20),1,30:54,8,16,0.500,1,2,0.500,4,5,0.800,1,9,10,10,2,1,4,1,21,21.3,16
2016-02-10,31-042,14_18CLE,LAL,W (+9),1,36:40,12,22,0.545,3,6,0.500,2,5,0.400,1,6,7,11,1,0,1,1,29,27.0,16
2016-02-18,31-050,14_18CLE,CHI,W (+11),1,34:37,11,19,0.579,0,2,0.000,3,3,1.000,2,7,9,9,0,1,2,3,25,23.4,13
2016-02-21,31-053,14_18CLE,OKC,W (+23),1,37:30,11,22,0.500,2,5,0.400,1,1,1.000,3,4,7,11,3,0,5,3,25,21.8,22
2016-02-22,31-054,14_18CLE,DET,L (-8),1,37:30,5,18,0.278,0,4,0.000,2,2,1.000,1,7,8,5,3,0,6,2,12,3.9,-4
2016-02-24,31-056,14_18CLE,CHO,W (+11),1,30:19,8,13,0.615,2,4,0.500,5,8,0.625,1,6,7,7,2,0,2,1,23,22.9,4
2016-02-26,31-058,14_18CLE,TOR,L (-2),1,40:29,9,18,0.500,2,4,0.500,5,9,0.556,1,7,8,7,1,0,6,2,25,16.3,10
2016-02-29,31-061,14_18CLE,IND,W (+4),1,36:49,14,22,0.636,2,4,0.500,3,5,0.600,0,5,5,4,2,0,5,2,33,22.9,12
2016-03-04,31-065,14_18CLE,WAS,W (+25),1,30:23,7,18,0.389,1,4,0.250,4,4,1.000,1,12,13,8,3,0,1,1,19,20.7,15
2016-03-05,31-066,14_18CLE,BOS,W (+17),1,36:00,11,20,0.550,1,4,0.250,5,9,0.556,4,7,11,8,2,1,4,2,28,25.2,4
2016-03-07,31-068,14_18CLE,MEM,L (-3),1,37:38,11,19,0.579,2,4,0.500,4,5,0.800,2,7,9,5,1,0,4,2,28,21.9,-9
2016-03-09,31-070,14_18CLE,SAC,W (+9),1,36:33,8,19,0.421,1,5,0.200,8,9,0.889,4,7,11,6,0,0,5,1,25,18.2,16
2016-03-10,31-071,14_18CLE,LAL,W (+12),1,34:50,9,18,0.500,1,4,0.250,5,8,0.625,2,3,5,7,0,2,3,2,24,18.6,6
2016-03-13,31-074,14_18CLE,LAC,W (+24),1,30:43,9,15,0.600,3,4,0.750,6,7,0.857,1,5,6,5,1,0,2,2,27,23.6,16
2016-03-14,31-075,14_18CLE,UTA,L (-9),1,36:53,10,20,0.500,2,6,0.333,1,2,0.500,6,6,12,3,1,0,3,0,23,18.7,6
2016-03-18,31-079,14_18CLE,ORL,W (+6),1,35:44,6,15,0.400,0,3,0.000,6,6,1.000,1,6,7,8,1,1,4,3,18,14.5,-5
2016-03-21,31-082,14_18CLE,DEN,W (+33),1,33:26,12,19,0.632,1,2,0.500,8,11,0.727,3,8,11,11,0,0,3,2,33,31.7,38
2016-03-23,31-084,14_18CLE,MIL,W (+9),1,36:55,9,22,0.409,1,4,0.250,7,10,0.700,5,1,6,8,2,1,2,0,26,23.1,12
2016-03-24,31-085,14_18CLE,BRK,L (-9),1,35:04,13,16,0.813,1,2,0.500,3,4,0.750,1,5,6,5,1,0,4,2,30,25.5,-8
2016-03-26,31-087,14_18CLE,NYK,W (+14),1,35:46,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,4,27,26.9,20
2016-04-01,31-093,14_18CLE,ATL,W (+2),1,44:25,12,26,0.462,1,5,0.200,4,5,0.800,3,13,16,9,3,1,3,4,29,26.6,6
2016-04-05,31-097,14_18CLE,MIL,W (+29),1,28:04,7,9,0.778,1,2,0.500,2,2,1.000,0,5,5,9,0,1,4,0,17,18.0,22
2016-04-09,31-101,14_18CLE,CHI,L (-3),1,38:33,13,17,0.765,4,5,0.800,3,4,0.750,3,4,7,3,0,1,4,1,33,27.6,7
2016-04-11,31-103,14_18CLE,ATL,W (+15),1,32:25,13,16,0.813,3,4,0.750,5,5,1.000,1,5,6,6,2,1,4,2,34,32.3,13
2017-04-15,32-106,14_18CLE,IND,W (+1),1,42:44,12,20,0.6,2,3,0.667,6,9,0.667,1,5,6,13,3,0,3,3,32,31.7,5
2017-04-17,32-108,14_18CLE,IND,W (+6),1,42:16,11,20,0.55,0,2,0,3,6,0.5,0,10,10,7,4,4,8,2,25,20.1,6
2017-04-20,32-111,14_18CLE,IND,W (+5),1,45:13,14,27,0.519,6,12,0.5,7,14,0.5,1,12,13,12,1,2,3,4,41,35.4,13
2017-04-23,32-114,14_18CLE,IND,W (+4),1,44:44,13,25,0.52,1,3,0.333,6,9,0.667,0,10,10,4,4,2,4,1,33,26.3,4
2017-05-01,32-122,14_18CLE,TOR,W (+11),1,41:02,13,23,0.565,2,5,0.4,7,8,0.875,2,8,10,4,1,1,3,2,35,28.2,16
2017-05-03,32-124,14_18CLE,TOR,W (+22),1,36:36,10,14,0.714,4,6,0.667,15,21,0.714,1,5,6,4,3,2,3,3,39,36,24
2017-05-05,32-126,14_18CLE,TOR,W (+21),1,40:38,9,16,0.563,2,4,0.5,15,16,0.938,0,8,8,7,1,0,5,1,35,29.9,20
2017-05-07,32-128,14_18CLE,TOR,W (+7),1,46:11,11,22,0.5,5,12,0.417,8,9,0.889,1,8,9,6,0,1,6,1,35,25.2,7
2017-05-17,32-138,14_18CLE,BOS,W (+13),1,41:58,14,24,0.583,1,6,0.167,9,11,0.818,2,7,9,7,2,0,2,2,38,33.6,17
2017-05-19,32-140,14_18CLE,BOS,W (+44),1,32:48,12,18,0.667,4,6,0.667,2,4,0.5,0,4,4,7,4,3,1,1,30,32.2,46
2017-05-21,32-142,14_18CLE,BOS,L (-3),1,45:03,4,13,0.308,0,4,0,3,6,0.5,1,5,6,6,1,1,6,2,11,3.6,1
2017-05-23,32-144,14_18CLE,BOS,W (+13),1,38:16,15,27,0.556,1,6,0.167,3,4,0.75,0,5,5,6,1,1,5,4,34,21.5,7
2017-05-25,32-146,14_18CLE,BOS,W (+33),1,34:44,13,18,0.722,4,7,0.571,5,8,0.625,1,7,8,8,3,1,2,4,35,34.9,36
2017-06-01,32-153,14_18CLE,GSW,L (-22),1,40:02,9,20,0.45,2,6,0.333,8,12,0.667,3,12,15,8,0,2,8,4,28,19.1,-22
2017-06-04,32-156,14_18CLE,GSW,L (-19),1,39:22,12,18,0.667,1,3,0.333,4,5,0.8,0,11,11,14,3,1,4,2,29,32.8,-11
2017-06-07,32-159,14_18CLE,GSW,L (-5),1,45:37,15,27,0.556,4,9,0.444,5,6,0.833,3,8,11,9,1,1,5,2,39,32.4,7
2017-06-09,32-161,14_18CLE,GSW,W (+21),1,40:46,11,22,0.5,3,8,0.375,6,10,0.6,1,9,10,11,1,0,2,2,31,27.7,32
2017-06-12,32-164,14_18CLE,GSW,L (-9),1,46:13,19,30,0.633,2,5,0.4,1,4,0.25,2,11,13,8,2,1,2,3,41,36.2,-13
2016-10-25,31-300,14_18CLE,NYK,W (+29),1,32:23,9,14,0.643,0,3,0.000,1,2,0.500,3,8,11,14,0,1,4,3,19,22.2,26
2016-10-28,31-303,14_18CLE,TOR,W (+3),1,38:40,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,2,21,14.1,0
2016-10-29,31-304,14_18CLE,ORL,W (+6),1,39:00,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,2,23,20.4,1
2016-11-01,31-307,14_18CLE,HOU,W (+8),1,35:51,6,12,0.500,1,3,0.333,6,10,0.600,3,10,13,8,0,0,4,4,19,16.5,15
2016-11-03,31-309,14_18CLE,BOS,W (+6),1,36:22,12,22,0.545,1,4,0.250,5,5,1.000,1,6,7,12,1,0,2,2,30,28.5,18
