Date,Age,Tm,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2010-11-22,25-327,MIA,IND,L (-16),1,41:34,6,14,0.429,2,8,0.250,11,15,0.733,0,5,5,6,1,0,6,3,25,15.5,-1
2010-11-24,25-329,MIA,ORL,L (-9),1,40:44,9,18,0.500,1,3,0.333,6,8,0.750,1,5,6,4,1,0,3,3,25,17.0,-15
2010-11-26,25-331,MIA,PHI,W (+9),1,40:34,5,15,0.333,1,5,0.200,9,11,0.818,1,7,8,6,2,1,2,1,20,18.0,11
2010-11-27,25-332,MIA,DAL,L (-11),1,36:04,5,19,0.263,0,4,0.000,13,15,0.867,2,6,8,4,1,0,5,3,23,11.7,-14
2010-11-29,25-334,MIA,WAS,W (+11),1,38:11,10,18,0.556,1,1,1.000,9,11,0.818,1,5,6,5,1,1,7,3,30,19.8,3
2010-12-01,25-336,MIA,DET,W (+25),1,31:14,8,15,0.533,1,1,1.000,1,2,0.500,2,4,6,3,1,0,4,0,18,12.0,17
2010-12-02,25-337,MIA,CLE,W (+28),1,30:02,15,25,0.600,2,7,0.286,6,9,0.667,0,5,5,8,1,1,0,1,38,33.7,26
2010-12-04,25-339,MIA,ATL,W (+12),1,37:19,5,11,0.455,1,1,1.000,11,13,0.846,0,7,7,4,1,1,2,1,22,19.7,7
2010-12-06,25-341,MIA,MIL,W (+10),1,38:41,7,16,0.438,1,3,0.333,2,4,0.500,0,6,6,6,1,1,1,5,17,12.5,17
2010-12-08,25-343,MIA,UTA,W (+13),1,39:26,12,20,0.600,3,5,0.600,6,7,0.857,1,6,7,9,0,0,2,4,33,28.6,0
2010-12-10,25-345,MIA,GSW,W (+22),1,30:43,10,18,0.556,3,4,0.750,2,3,0.667,0,7,7,9,1,1,4,1,25,21.7,22
2010-12-11,25-346,MIA,SAC,W (+21),1,35:11,10,19,0.526,2,3,0.667,3,5,0.600,1,9,10,3,2,0,3,1,25,19.0,15
2010-12-13,25-348,MIA,NOH,W (+12),1,40:18,6,16,0.375,0,3,0.000,8,10,0.800,1,3,4,7,0,0,5,2,20,11.1,11
2010-12-15,25-350,MIA,CLE,W (+6),1,38:31,5,15,0.333,0,4,0.000,11,18,0.611,2,11,13,5,1,0,4,1,21,14.5,0
2010-12-17,25-352,MIA,NYK,W (+22),1,38:13,14,23,0.609,3,6,0.500,1,3,0.333,1,10,11,10,1,0,5,1,32,27.0,31
2010-12-18,25-353,MIA,WAS,W (+1),1,40:31,9,19,0.474,3,7,0.429,11,12,0.917,1,6,7,6,1,0,4,3,32,24.4,6
2010-12-20,25-355,MIA,DAL,L (-2),1,36:05,6,17,0.353,2,4,0.500,5,7,0.714,3,7,10,7,0,0,5,4,19,11.2,-20
2010-12-23,25-358,MIA,PHO,W (+12),1,37:23,13,22,0.591,2,5,0.400,8,8,1.000,1,5,6,4,3,0,5,5,36,26.8,4
2010-12-25,25-360,MIA,LAL,W (+16),1,38:11,8,14,0.571,5,6,0.833,6,6,1.000,1,10,11,10,4,0,1,2,27,33.3,15
2010-12-28,25-363,MIA,NYK,W (+8),1,40:25,8,17,0.471,1,2,0.500,1,3,0.333,0,10,10,8,0,0,3,3,18,12.9,17
2010-12-29,25-364,MIA,HOU,W (+6),1,39:09,8,15,0.533,0,4,0.000,4,4,1.000,0,6,6,9,1,0,3,3,20,17.6,16
2011-01-01,26-002,MIA,GSW,W (+7),1,41:31,7,15,0.467,0,3,0.000,11,17,0.647,2,5,7,10,1,1,3,1,25,23.1,6
2011-01-03,26-004,MIA,CHA,W (+14),1,36:34,15,26,0.577,2,4,0.500,6,6,1.000,0,9,9,5,1,0,3,3,38,28.8,20
2011-01-07,26-008,MIA,MIL,W (+6),1,45:16,8,23,0.348,1,4,0.250,9,11,0.818,1,9,10,5,6,1,5,2,26,20.1,7
2011-01-09,26-010,MIA,POR,W (+7),1,46:11,17,26,0.654,3,5,0.600,7,10,0.700,3,10,13,6,2,0,6,4,44,35.1,5
2011-01-12,26-013,MIA,LAC,L (-6),1,39:44,11,24,0.458,3,6,0.500,2,5,0.400,2,6,8,6,0,0,3,1,27,17.4,-3
2011-01-18,26-019,MIA,ATL,L (-4),1,44:17,11,30,0.367,2,10,0.200,10,11,0.909,2,8,10,7,2,0,6,3,34,20.5,-5
2011-01-22,26-023,MIA,TOR,W (+17),1,38:00,14,29,0.483,1,3,0.333,9,14,0.643,1,10,11,6,2,1,1,2,38,30.1,13
2011-01-27,26-028,MIA,NYK,L (-5),1,42:32,7,24,0.292,0,2,0.000,10,12,0.833,2,9,11,5,2,2,4,3,24,15.0,5
2011-01-28,26-029,MIA,DET,W (+1),1,44:19,15,25,0.600,2,4,0.500,7,10,0.700,0,8,8,9,1,2,3,1,39,34.0,4
2011-01-30,26-031,MIA,OKC,W (+5),1,40:13,7,14,0.500,2,5,0.400,7,11,0.636,0,4,4,13,4,3,4,3,23,25.6,6
2011-02-03,26-035,MIA,ORL,W (+4),1,42:39,17,25,0.680,3,5,0.600,14,17,0.824,2,9,11,8,1,1,3,2,51,46.7,2
2011-02-04,26-036,MIA,CHA,W (+12),1,36:39,7,13,0.538,0,3,0.000,5,6,0.833,1,7,8,9,0,0,3,3,19,17.2,10
2011-02-06,26-038,MIA,LAC,W (+18),1,35:37,6,15,0.400,0,2,0.000,0,2,0.000,1,5,6,4,4,0,6,2,12,5.3,15
2011-02-08,26-040,MIA,IND,W (+5),1,41:44,15,23,0.652,2,5,0.400,9,13,0.692,3,10,13,8,3,1,4,1,41,39.3,18
2011-02-11,26-043,MIA,DET,W (+14),1,34:43,7,17,0.412,0,2,0.000,2,3,0.667,0,8,8,10,4,0,3,0,16,16.9,15
2011-02-13,26-045,MIA,BOS,L (-3),1,43:28,10,21,0.476,0,2,0.000,2,3,0.667,1,6,7,7,1,0,4,2,22,14.5,1
2011-02-15,26-047,MIA,IND,W (+7),1,40:55,11,20,0.550,1,3,0.333,4,6,0.667,1,5,6,5,2,2,5,1,27,20.3,9
2011-02-16,26-048,MIA,TOR,W (+8),1,37:38,8,18,0.444,0,2,0.000,7,10,0.700,3,10,13,8,0,0,5,1,23,17.7,6
2011-02-22,26-054,MIA,SAC,W (+20),1,30:24,14,26,0.538,3,6,0.500,0,3,0.000,2,6,8,3,0,0,3,4,31,17.9,18
2011-02-24,26-056,MIA,CHI,L (-4),1,41:26,12,21,0.571,0,4,0.000,5,6,0.833,0,10,10,5,2,1,2,1,29,25.5,3
2011-02-25,26-057,MIA,WAS,W (+8),1,42:46,5,11,0.455,0,1,0.000,15,19,0.789,1,8,9,7,1,3,1,2,25,27.0,-4
2011-02-27,26-059,MIA,NYK,L (-5),1,39:08,10,20,0.500,1,5,0.200,6,8,0.750,0,7,7,5,3,1,5,2,27,19.7,-3
2011-03-03,26-063,MIA,ORL,L (-3),1,39:56,11,16,0.688,0,2,0.000,7,7,1.000,2,4,6,4,0,2,2,2,29,26.2,0
2011-03-04,26-064,MIA,SAS,L (-30),1,36:08,11,19,0.579,1,3,0.333,3,7,0.429,3,5,8,7,1,0,4,2,26,20.2,-16
2011-03-06,26-066,MIA,CHI,L (-1),1,41:50,10,18,0.556,1,2,0.500,5,6,0.833,3,5,8,6,2,0,2,2,26,24.0,-4
2011-03-08,26-068,MIA,POR,L (-9),1,45:32,14,20,0.700,2,4,0.500,1,4,0.250,1,10,11,8,1,0,4,3,31,26.5,-2
2011-03-10,26-070,MIA,LAL,W (+6),1,42:16,7,17,0.412,0,3,0.000,5,7,0.714,1,7,8,9,1,0,1,1,19,17.8,8
2011-03-12,26-072,MIA,MEM,W (+33),1,31:55,10,16,0.625,2,4,0.500,5,6,0.833,1,4,5,5,1,2,3,1,27,23.8,17
2011-03-14,26-074,MIA,SAS,W (+30),1,41:31,8,19,0.421,0,1,0.000,5,5,1.000,0,6,6,8,0,2,2,3,21,16.5,22
2011-03-16,26-076,MIA,OKC,L (-11),1,39:30,8,21,0.381,0,3,0.000,3,3,1.000,0,8,8,3,1,1,1,0,19,12.7,-6
2011-03-18,26-078,MIA,ATL,W (+21),1,30:54,16,21,0.762,5,7,0.714,6,7,0.857,0,2,2,3,0,0,4,2,43,32.2,23
2011-03-19,26-079,MIA,DEN,W (+5),1,40:40,15,25,0.600,1,4,0.250,2,2,1.000,0,6,6,2,2,0,5,3,33,20.5,16
2011-03-23,26-083,MIA,DET,W (+6),1,42:05,8,16,0.500,0,3,0.000,3,4,0.750,3,5,8,7,0,0,3,3,19,14.9,6
2011-03-25,26-085,MIA,PHI,W (+12),1,41:01,11,17,0.647,1,4,0.250,9,9,1.000,2,8,10,2,3,1,4,3,32,28.2,17
2011-03-27,26-087,MIA,HOU,W (+6),1,40:27,13,21,0.619,0,1,0.000,7,9,0.778,1,9,10,7,0,0,2,1,33,28.6,5
2011-03-29,26-089,MIA,CLE,L (-12),1,43:17,10,21,0.476,1,5,0.200,6,10,0.600,0,10,10,12,0,0,3,3,27,21.9,-9
2011-03-30,26-090,MIA,WAS,W (+16),1,43:49,12,16,0.750,1,3,0.333,10,13,0.769,1,7,8,8,5,0,5,3,35,34.6,20
2011-04-01,26-092,MIA,MIN,W (+19),1,42:53,11,20,0.550,0,1,0.000,5,7,0.714,2,4,6,10,3,1,3,2,27,26.1,15
2011-04-03,26-094,MIA,NJN,W (+14),1,38:55,13,18,0.722,0,2,0.000,5,8,0.625,2,9,11,7,3,0,7,2,31,26.6,13
2011-04-06,26-097,MIA,MIL,L (-5),1,39:25,10,22,0.455,3,7,0.429,6,8,0.750,1,1,2,8,2,2,4,2,29,22.0,-10
2011-04-08,26-099,MIA,CHA,W (+9),1,37:23,9,16,0.563,0,1,0.000,5,6,0.833,1,6,7,9,2,1,1,2,23,24.7,12
2011-04-10,26-101,MIA,BOS,W (+23),1,37:11,11,19,0.579,0,2,0.000,5,9,0.556,0,5,5,7,4,1,4,1,27,23.2,24
2011-04-11,26-102,MIA,ATL,W (+8),1,42:39,10,21,0.476,2,4,0.500,12,14,0.857,1,9,10,7,3,0,7,1,34,26.4,7
2012-04-28,27-120,MIA,NYK,W (+33),1,31:41,10,14,0.714,1,1,1,11,14,0.786,1,3,4,3,4,0,2,2,32,29.9,35
2012-04-30,27-122,MIA,NYK,W (+10),1,40:35,8,18,0.444,0,3,0,3,7,0.429,1,6,7,9,2,0,2,1,19,16.4,10
2012-05-03,27-125,MIA,NYK,W (+17),1,35:50,9,21,0.429,2,5,0.4,12,13,0.923,2,6,8,5,2,0,8,5,32,19.2,23
2012-05-06,27-128,MIA,NYK,L (-2),1,41:27,9,21,0.429,2,5,0.4,7,8,0.875,0,4,4,4,1,0,5,4,27,13.9,-7
2012-05-09,27-131,MIA,NYK,W (+12),1,39:38,7,16,0.438,2,6,0.333,13,15,0.867,1,7,8,7,2,1,4,2,29,25.4,6
2012-05-13,27-135,MIA,IND,W (+9),1,43:15,12,26,0.462,0,3,0,8,10,0.8,6,9,15,5,2,1,1,1,32,29.5,12
2012-05-15,27-137,MIA,IND,L (-3),1,42:49,10,22,0.455,0,4,0,8,13,0.615,4,5,9,5,6,0,2,0,28,26.4,-7
2012-05-17,27-139,MIA,IND,L (-19),1,40:06,10,22,0.455,1,4,0.25,1,3,0.333,1,6,7,3,2,0,4,1,22,12,-9
2012-05-22,27-144,MIA,IND,W (+32),1,38:09,12,19,0.632,2,4,0.5,4,4,1,3,7,10,8,1,1,4,1,30,28.6,28
2012-05-24,27-146,MIA,IND,W (+12),1,44:46,12,23,0.522,0,3,0,4,5,0.8,1,5,6,7,3,0,1,1,28,25,16
2012-05-28,27-150,MIA,BOS,W (+14),1,43:53,13,22,0.591,0,3,0,6,9,0.667,1,12,13,3,1,3,3,2,32,26.3,17
2012-05-30,27-152,MIA,BOS,W (+4),1,47:39,7,20,0.35,2,6,0.333,18,24,0.75,4,6,10,7,1,1,1,2,34,29.8,10
2012-06-01,27-154,MIA,BOS,L (-10),1,43:18,16,26,0.615,1,4,0.25,1,5,0.2,0,8,8,5,2,2,3,4,34,25.3,-6
2012-06-03,27-156,MIA,BOS,L (-2),1,48:06,12,25,0.48,1,3,0.333,4,8,0.5,1,5,6,3,1,1,7,6,29,11.3,1
2012-06-05,27-158,MIA,BOS,L (-4),1,45:20,11,25,0.44,2,6,0.333,6,8,0.75,3,10,13,2,2,1,3,1,30,21.9,0
2012-06-07,27-160,MIA,BOS,W (+19),1,44:49,19,26,0.731,2,4,0.5,5,9,0.556,2,13,15,5,0,0,4,3,45,36.4,22
2012-06-09,27-162,MIA,BOS,W (+13),1,47:32,9,21,0.429,1,5,0.2,12,17,0.706,2,10,12,2,1,1,3,0,31,22.4,13
2012-06-12,27-165,MIA,OKC,L (-11),1,45:50,11,24,0.458,1,3,0.333,7,9,0.778,1,8,9,4,4,0,4,1,30,22.3,-11
2012-06-14,27-167,MIA,OKC,W (+4),1,42:19,10,22,0.455,0,2,0,12,12,1,2,6,8,5,1,0,2,4,32,24.7,6
2012-06-17,27-170,MIA,OKC,W (+6),1,43:50,11,23,0.478,1,4,0.25,6,8,0.75,5,9,14,3,0,0,4,1,29,20.4,8
2012-06-19,27-172,MIA,OKC,W (+6),1,44:21,10,20,0.5,1,4,0.25,5,8,0.625,3,6,9,12,2,0,3,2,26,25.3,8
2012-06-21,27-174,MIA,OKC,W (+15),1,44:09,9,19,0.474,0,3,0,8,9,0.889,4,7,11,13,1,2,6,2,26,25.5,20
2011-12-30,27-000,MIA,MIN,W (+2),1,37:13,16,26,0.615,0,1,0.000,2,4,0.500,1,7,8,10,4,1,4,2,34,31.1,14
2012-01-07,27-008,MIA,NJN,W (+11),1,37:23,11,17,0.647,0,1,0.000,10,12,0.833,0,7,7,9,2,1,8,2,32,26.0,7
2012-01-10,27-011,MIA,GSW,L (-5),1,42:33,10,19,0.526,0,2,0.000,6,8,0.750,1,10,11,7,2,0,5,1,26,21.1,-5
2012-01-11,27-012,MIA,LAC,L (-6),1,41:53,7,19,0.368,0,1,0.000,9,17,0.529,2,11,13,7,2,0,6,5,23,12.9,-9
2012-01-13,27-014,MIA,DEN,L (-13),1,37:11,13,20,0.650,3,5,0.600,6,11,0.545,1,4,5,6,2,1,4,0,35,29.0,-16
2012-01-17,27-018,MIA,SAS,W (+22),1,34:53,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,0,33,26.4,19
2012-01-19,27-020,MIA,LAL,W (+11),1,37:13,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,4,31,26.8,0
2012-01-22,27-023,MIA,MIL,L (-9),1,37:22,8,18,0.444,0,1,0.000,12,13,0.923,4,9,13,5,1,0,3,2,28,24.4,-4
2012-01-24,27-025,MIA,CLE,W (+7),1,37:48,8,21,0.381,1,4,0.250,1,4,0.250,1,4,5,5,2,0,5,1,18,7.3,9
2012-01-25,27-026,MIA,DET,W (+3),1,41:39,9,20,0.450,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,3,32,25.1,6
2012-01-27,27-028,MIA,NYK,W (+10),1,40:17,11,18,0.611,0,2,0.000,9,10,0.900,1,7,8,7,0,0,4,2,31,25.3,4
2012-01-29,27-030,MIA,CHI,W (+4),1,40:58,12,23,0.522,1,1,1.000,10,15,0.667,1,10,11,5,0,1,6,2,35,22.8,3
2012-01-30,27-031,MIA,NOH,W (+14),1,29:44,8,12,0.667,1,2,0.500,5,7,0.714,4,7,11,8,1,0,4,1,22,23.1,29
2012-02-01,27-033,MIA,MIL,L (-8),1,40:17,14,24,0.583,4,7,0.571,8,10,0.800,0,8,8,5,2,0,7,1,40,28.5,-6
2012-02-03,27-035,MIA,PHI,W (+20),1,37:13,8,16,0.500,0,1,0.000,3,6,0.500,1,11,12,8,0,2,2,2,19,18.0,19
2012-02-05,27-037,MIA,TOR,W (+6),1,38:29,10,17,0.588,0,1,0.000,10,12,0.833,0,9,9,2,1,0,5,1,30,21.0,11
2012-02-07,27-039,MIA,CLE,W (+16),1,38:40,9,16,0.563,0,1,0.000,6,7,0.857,1,4,5,6,2,0,6,1,24,17.7,5
2012-02-08,27-040,MIA,ORL,L (-13),1,39:15,5,15,0.333,0,2,0.000,7,10,0.700,0,6,6,10,3,0,3,0,17,16.1,-1
2012-02-10,27-042,MIA,WAS,W (+17),1,33:17,6,14,0.429,0,2,0.000,6,7,0.857,0,2,2,9,0,2,1,1,18,17.1,14
2012-02-12,27-044,MIA,ATL,W (+20),1,30:26,6,15,0.400,1,3,0.333,10,12,0.833,3,10,13,6,1,0,2,1,23,22.0,26
2012-02-14,27-046,MIA,IND,W (+15),1,33:24,7,15,0.467,2,5,0.400,7,8,0.875,2,7,9,7,4,0,2,2,23,24.5,27
2012-02-17,27-049,MIA,CLE,W (+24),1,30:08,11,19,0.579,3,5,0.600,3,3,1.000,2,3,5,5,1,1,2,2,28,23.8,27
2012-02-19,27-051,MIA,ORL,W (+12),1,36:38,9,14,0.643,1,2,0.500,6,7,0.857,1,10,11,8,2,0,2,2,25,26.9,23
2012-02-21,27-053,MIA,SAC,W (+12),1,33:13,7,11,0.636,2,2,1.000,2,2,1.000,0,4,4,8,0,2,3,1,18,17.9,7
2012-03-01,27-062,MIA,POR,W (+14),1,41:02,13,22,0.591,2,2,1.000,10,12,0.833,2,9,11,6,5,1,0,1,38,40.6,8
2012-03-02,27-063,MIA,UTA,L (-1),1,44:24,16,24,0.667,1,4,0.250,2,3,0.667,1,9,10,6,0,3,0,2,35,33.1,7
2012-03-04,27-065,MIA,LAL,L (-10),1,43:02,12,26,0.462,0,4,0.000,1,3,0.333,7,6,13,7,3,2,3,1,25,23.4,-13
2012-03-06,27-067,MIA,NJN,W (+30),1,29:36,9,11,0.818,1,1,1.000,2,2,1.000,1,8,9,6,0,0,5,0,21,19.2,20
2012-03-07,27-068,MIA,ATL,W (+3),1,41:40,12,20,0.600,0,3,0.000,7,10,0.700,4,7,11,2,1,2,2,1,31,26.9,7
2012-03-10,27-071,MIA,IND,W (+2),1,47:06,8,19,0.421,2,3,0.667,9,15,0.600,1,7,8,4,4,1,4,1,27,20.4,3
2012-03-13,27-074,MIA,ORL,L (-6),1,42:25,7,20,0.350,2,4,0.500,3,3,1.000,3,8,11,8,1,1,6,0,19,13.6,0
2012-03-14,27-075,MIA,CHI,L (-4),1,39:38,14,25,0.560,2,3,0.667,5,5,1.000,1,4,5,4,4,0,2,2,35,29.0,5
2012-03-16,27-077,MIA,PHI,W (+6),1,38:15,12,20,0.600,0,2,0.000,5,8,0.625,2,5,7,8,2,2,1,0,29,29.5,10
2012-03-18,27-079,MIA,ORL,W (+10),1,38:58,4,14,0.286,0,1,0.000,6,8,0.750,0,12,12,7,5,0,4,4,14,12.9,13
2012-03-20,27-081,MIA,PHO,W (+4),1,37:54,8,18,0.444,0,3,0.000,4,6,0.667,1,7,8,6,2,2,3,2,20,16.4,15
2012-03-23,27-084,MIA,DET,W (+15),1,37:26,6,15,0.400,0,3,0.000,5,5,1.000,0,6,6,10,4,1,5,0,17,17.4,8
2012-03-25,27-086,MIA,OKC,L (-16),1,39:36,8,18,0.444,0,3,0.000,1,1,1.000,0,3,3,7,2,0,4,2,17,10.6,-10
2012-03-26,27-087,MIA,IND,L (-15),1,40:49,9,21,0.429,2,4,0.500,4,6,0.667,2,7,9,2,1,0,6,1,24,11.6,-14
2012-03-29,27-090,MIA,DAL,W (+21),1,36:13,8,16,0.500,0,2,0.000,3,3,1.000,3,6,9,5,2,0,3,3,19,16.2,9
2012-03-30,27-091,MIA,TOR,W (+12),1,38:31,11,18,0.611,0,2,0.000,4,6,0.667,1,3,4,9,1,0,3,0,26,22.9,9
2012-04-03,27-095,MIA,PHI,W (+6),1,38:04,15,25,0.600,1,2,0.500,10,13,0.769,3,3,6,4,3,1,4,0,41,33.8,12
2012-04-04,27-096,MIA,OKC,W (+5),1,41:30,10,20,0.500,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,2,34,34.6,20
2012-04-06,27-098,MIA,MEM,L (-15),1,37:38,8,19,0.421,2,6,0.333,3,4,0.750,2,4,6,6,2,0,3,0,21,16.3,-6
2012-04-08,27-100,MIA,DET,W (+23),1,32:15,12,22,0.545,1,3,0.333,1,5,0.200,3,1,4,2,0,1,1,1,26,16.9,10
2012-04-10,27-102,MIA,BOS,L (-8),1,40:51,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,3,36,31.4,-6
2012-04-12,27-104,MIA,CHI,L (-10),1,47:18,11,24,0.458,3,6,0.500,5,7,0.714,1,5,6,5,1,1,4,1,30,19.8,-1
2012-04-13,27-105,MIA,CHA,W (+23),1,28:44,7,16,0.438,0,1,0.000,5,7,0.714,1,8,9,5,2,1,2,1,19,16.7,18
2012-04-15,27-107,MIA,NYK,W (+8),1,40:15,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,4,29,15.7,18
2012-04-16,27-108,MIA,NJN,W (+3),1,35:12,11,19,0.579,1,2,0.500,14,15,0.933,1,5,6,7,2,1,4,2,37,32.7,-4
2012-04-18,27-110,MIA,TOR,W (+24),1,30:12,12,15,0.800,1,1,1.000,3,4,0.750,0,5,5,4,2,0,5,0,28,23.2,20
2012-04-19,27-111,MIA,CHI,W (+11),1,35:20,8,18,0.444,1,2,0.500,10,12,0.833,0,11,11,6,0,1,1,3,27,22.8,11
2012-04-22,27-114,MIA,HOU,W (+9),1,35:52,11,21,0.524,1,3,0.333,9,10,0.900,1,7,8,5,1,2,5,1,32,24.6,12
2013-04-21,28-112,MIA,MIL,W (+23),1,34:31,9,11,0.818,1,2,0.5,8,11,0.727,2,8,10,8,0,0,5,2,27,25.3,14
2013-04-23,28-114,MIA,MIL,W (+12),1,38:39,6,14,0.429,0,3,0,7,8,0.875,1,7,8,6,1,0,4,2,19,14.4,13
2013-04-25,28-116,MIA,MIL,W (+13),1,32:48,9,14,0.643,2,4,0.5,2,4,0.5,0,5,5,6,0,0,5,2,22,14.9,14
2013-04-28,28-119,MIA,MIL,W (+11),1,41:06,13,20,0.65,0,2,0,4,7,0.571,2,6,8,7,3,1,5,3,30,25.6,16
2013-05-06,28-127,MIA,CHI,L (-7),1,43:44,8,17,0.471,1,3,0.333,7,9,0.778,2,6,8,7,2,1,2,2,24,22.5,-15
2013-05-08,28-129,MIA,CHI,W (+37),1,32:29,7,12,0.583,1,3,0.333,4,8,0.5,0,5,5,9,3,0,3,1,19,19.2,25
2013-05-10,28-131,MIA,CHI,W (+10),1,44:25,6,17,0.353,2,4,0.5,11,11,1,0,8,8,7,2,0,1,0,25,23.8,7
2013-05-13,28-134,MIA,CHI,W (+23),1,43:12,9,20,0.45,1,4,0.25,8,9,0.889,0,7,7,8,2,0,5,0,27,20.9,27
2013-05-15,28-136,MIA,CHI,W (+3),1,44:26,5,14,0.357,1,3,0.333,12,15,0.8,0,7,7,8,2,0,2,3,23,20.5,4
2013-05-22,28-143,MIA,IND,W (+1),1,46:33,12,24,0.5,2,6,0.333,4,7,0.571,3,7,10,10,0,3,4,5,30,24.1,3
2013-05-24,28-145,MIA,IND,L (-4),1,45:17,14,20,0.7,3,7,0.429,5,7,0.714,4,4,8,3,3,1,5,3,36,30.4,-7
2013-05-26,28-147,MIA,IND,W (+18),1,41:13,8,17,0.471,0,1,0,6,6,1,0,4,4,3,0,0,0,0,22,16.6,22
2013-05-28,28-149,MIA,IND,L (-7),1,43:19,8,18,0.444,4,7,0.571,4,6,0.667,4,2,6,5,1,3,2,6,24,19.4,-3
2013-05-30,28-151,MIA,IND,W (+11),1,44:29,13,26,0.5,3,7,0.429,1,4,0.25,0,8,8,6,2,1,3,1,30,21.7,14
2013-06-01,28-153,MIA,IND,L (-14),1,42:17,10,21,0.476,2,4,0.5,7,8,0.875,0,7,7,6,2,1,4,2,29,22.1,-22
2013-06-03,28-155,MIA,IND,W (+23),1,40:49,8,17,0.471,1,2,0.5,15,16,0.938,2,6,8,4,2,1,2,1,32,29.2,21
2013-06-06,28-158,MIA,SAS,L (-4),1,41:35,7,16,0.438,1,5,0.2,3,4,0.75,2,16,18,10,0,0,2,0,18,20.4,-3
2013-06-09,28-161,MIA,SAS,W (+19),1,40:33,7,17,0.412,1,3,0.333,2,2,1,1,7,8,7,3,3,2,2,17,17.9,29
2013-06-13,28-165,MIA,SAS,W (+16),1,41:23,15,25,0.6,1,2,0.5,2,4,0.5,3,8,11,4,2,2,1,2,33,29.6,8
2013-06-16,28-168,MIA,SAS,L (-10),1,43:41,8,22,0.364,2,4,0.5,7,9,0.778,3,3,6,8,4,0,3,1,25,21.2,-9
2013-06-18,28-170,MIA,SAS,W (+3),1,49:46,11,26,0.423,1,5,0.2,9,12,0.75,4,6,10,11,3,1,6,3,32,25.8,-1
2013-06-20,28-172,MIA,SAS,W (+7),1,45:00,12,23,0.522,5,10,0.5,8,8,1,3,9,12,4,2,0,2,2,37,32.5,8
2012-10-30,27-305,MIA,BOS,W (+13),1,28:52,10,16,0.625,2,4,0.500,4,5,0.800,1,9,10,3,2,0,0,2,26,25.1,12
2012-11-02,27-308,MIA,NYK,L (-20),1,36:41,8,16,0.500,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,2,23,16.5,-21
2012-11-03,27-309,MIA,DEN,W (+3),1,39:12,8,17,0.471,0,1,0.000,4,4,1.000,1,8,9,11,0,2,0,2,20,22.7,7
2012-11-05,27-311,MIA,PHO,W (+25),1,30:11,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,2,23,15.7,25
2012-11-07,27-313,MIA,BRK,W (+30),1,29:59,7,12,0.583,2,3,0.667,4,4,1.000,4,8,12,8,1,0,2,1,20,23.8,18
2012-11-09,27-315,MIA,ATL,W (+6),1,35:40,10,17,0.588,0,2,0.000,1,3,0.333,2,9,11,9,1,0,2,2,21,20.9,0
2012-11-11,27-317,MIA,MEM,L (-18),1,35:43,10,19,0.526,0,1,0.000,0,4,0.000,3,7,10,6,2,1,2,2,20,17.4,-18
2012-11-12,27-318,MIA,HOU,W (+3),1,39:55,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,1,38,31.4,8
2012-11-14,27-320,MIA,LAC,L (-7),1,41:13,12,23,0.522,0,3,0.000,6,9,0.667,0,5,5,7,1,2,4,3,30,21.1,-15
2012-11-15,27-321,MIA,DEN,W (+5),1,41:57,11,23,0.478,0,1,0.000,5,6,0.833,1,6,7,12,1,3,4,0,27,24.9,9
2012-11-17,27-323,MIA,PHO,W (+9),1,40:43,8,20,0.400,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,1,21,13.8,20
2012-11-21,27-327,MIA,MIL,W (+7),1,42:32,11,21,0.524,2,4,0.500,4,8,0.500,2,8,10,8,1,1,1,3,28,25.0,5
2012-11-24,27-330,MIA,CLE,W (+2),1,39:58,10,16,0.625,2,5,0.400,8,9,0.889,1,5,6,5,0,1,7,3,30,20.6,7
2012-11-29,27-335,MIA,SAS,W (+5),1,39:06,9,16,0.563,2,5,0.400,3,6,0.500,3,6,9,7,4,0,4,2,23,22.2,-1
2012-12-01,27-337,MIA,BRK,W (+13),1,36:57,8,15,0.533,1,2,0.500,4,6,0.667,1,8,9,6,1,0,2,3,21,18.0,14
2012-12-04,27-340,MIA,WAS,L (-4),1,42:53,12,24,0.500,1,4,0.250,1,3,0.333,2,11,13,11,3,2,3,1,26,26.6,-3
2012-12-06,27-342,MIA,NYK,L (-20),1,38:35,11,20,0.550,3,5,0.600,6,9,0.667,2,8,10,9,3,0,2,0,31,31.3,-17
2012-12-10,27-346,MIA,ATL,W (+9),1,40:21,10,16,0.625,1,2,0.500,6,7,0.857,1,6,7,6,2,0,3,0,27,25.1,12
